artist,song,signified,signifier,line
K'naan,If Rap Gets Jealous Troubadour,dive,a ghetto rockstar,"I dont expect you to feel my pain, but with respects to the rules of the game, They dont apply because I made it this far, stage dive like a ghetto rockstar"
K'naan,If Rap Gets Jealous Troubadour,dive,a rockstar,"So dont tell me I gotta be the same, I'm tryin to get you to know my name, And with respects to the rules of the game, they dont apply because I came this far, stage dive like a rockstar"
Eminem,Tonite,armed,an octopus,I'm armed like an octopus
Eminem,Tonite,junk,you,Talkin' that junk like you had Black Bart at your back
Johnny Givens,Stop Cappin,game,King James,Got game like King James with Vowels and Pronouns
Cypress Hill,Ice Cube Killa,hoes,you,Hoes like you can't figure out where you're from
DJ Jazzy Jeff & The Fresh Prince,Parents Just Dont Understand,porsche,this,"Besides, would a lunatic have a Porsche like this?”"
SisQ,Thong Song,dumps,"a truck ( Ugh ) , truck ( Ugh ) , truck ( Ugh","She had dumps (Ugh) like a truck (Ugh), truck (Ugh), truck (Ugh)"
SisQ,Thong Song,thighs,what ( Ugh ),"Thighs (Ugh) like what (Ugh), what (Ugh), what (Ugh)"
SisQ,Thong Song,dumps,"a truck ( Ugh ) , truck ( Ugh ) , truck ( Ugh","She had dumps like a truck (Ugh), truck (Ugh), truck (Ugh)"
SisQ,Thong Song,thighs,"what ( Ugh ) , what ( Ugh ) , what ( Ugh","Thighs like what (Ugh), what (Ugh), what (Ugh)"
SisQ,Thong Song,dumps,"a truck ( Ugh ) , truck ( Ugh ) , truck ( Ugh","She had dumps like a truck (Ugh), truck (Ugh), truck (Ugh)"
SisQ,Thong Song,thighs,"what ( Ugh ) , what ( Ugh ) , what ( Ugh","Thighs like what (Ugh), what (Ugh), what (Ugh)"
SisQ,Thong Song,dumps,"a truck ( Ugh ) , truck ( Ugh ) , truck ( Ugh","She had dumps like a truck (Ugh), truck (Ugh), truck (Ugh)"
SisQ,Thong Song,thighs,"what , what ,","Thighs like what, what, what"
SisQ,Thong Song,dumps,"a truck , truck , truck","She had dumps like a truck, truck, truck"
SisQ,Thong Song,thighs,"what , what ,","Thighs like what, what, what"
SisQ,Thong Song,dumps,"a truck , truck , truck","'Cause she had dumps like a truck, truck, truck"
SisQ,Thong Song,thighs,"what , what ,","Thighs like what, what, what"
OutKast,Da Art of Storytellin Pt. 1,bitch,Darth Vader,"Straight laid her, slayed the bitch like Darth Vader, made her"
OutKast,Da Art of Storytellin Pt. 1,t,that,"It's like that now, t's like that now"
OutKast,Da Art of Storytellin Pt. 1,number,the summer,I remember her number like the summer
OutKast,Da Art of Storytellin Pt. 1,chillin,a villain,"We chillin' like a villain, and a nigga feelin' right"
Mike G,Everything Thats Yours,complex,math,"Complex like math, smooth like jazz"
Mike G,Everything Thats Yours,back,a sponsor,Never lose my swag got my back like a sponsor
Mike G,Everything Thats Yours,complex,math,"Complex like math, smooth like jazz"
Mike G,Everything Thats Yours,back,a sponsor,Never lose my swag got my back like a sponsor
Mike G,Everything Thats Yours,big,Texas,Wake up in the mornin' feelin' big like Texas
Mike G,Everything Thats Yours,king,Arthur,Ask my father even he know I'm a king like Arthur
Mike G,Everything Thats Yours,cold,hail,"Ice in that bitch, so it's cold like hail"
DANGERDOOM,Perfect Hair,sound,Janeane Garofalo,"A balding boy, sound like Janeane Garofalo"
DANGERDOOM,Perfect Hair,grey,olden day scam workers,Villain 'til he old and grey like olden day scam workers
DANGERDOOM,Perfect Hair,laugh,the walk to the bank,A good laugh like the walk to the bank
DANGERDOOM,Basket Case,point,a line through the Hubble,Few could see the point like a line through the Hubble
DANGERDOOM,Basket Case,o.g.,a captain that s retired,A O.G. like a captain that's retired
D12,Hit Me with Your Best Shot,big,Costco ( Yeah,Y'all did it big like Costco (Yeah)
D12,Hit Me with Your Best Shot,clean,a bar of soap ( Ugh,"Still, talk dirty, Em's clean like a bar of soap (Ugh!)"
D12,Hit Me with Your Best Shot,flames,flamethrowers,D12 spitting flames like flamethrowers
Gorillaz,November Has Come,blew,some old ass with skunk meat,Blew the whole spot like some old ass with skunk meat
Immortal Technique,Dominant Species,explicit,video tapes of conjugal visits,I'm explicit like video tapes of conjugal visits
Immortal Technique,No Mercy,blooded,reptiles,"With no mercy, I'm cold-blooded like reptiles"
Immortal Technique,No Mercy,rhymes,textiles of x - files,I manufacture rhymes like textiles of x-files
Immortal Technique,No Mercy,worthless,the electoral vote,Competition is worthless like the electoral vote
Immortal Technique,No Mercy,devil,Margaret Thatcher,And you're a played-out dirty pussy devil like Margaret Thatcher; but Technique never get captured inside the rapture
Redman,Rockin Wit Da Best,lookin,"Nicki Minaj , Reggie","Girls lookin like Nicki Minaj, Reggie"
Redman,Rockin Wit Da Best,rock,me,"Cause (can't nobody rock like me, hah, remember this!)"
"Tyler, The Creator",Splatter,nuts,a gay porn,They swore that I was all fuckin' nuts like a gay porn
Talib Kweli,Hostile Gospel Remix,vinyl,Fuck Serato,"DJs stickin to vinyl like ""Fuck Serato"""
Talib Kweli,Hostile Gospel Remix,ballin,the struck the lotto,Ballin like the struck the lotto you know who the cleanest is
Wyclef Jean,We Trying to Stay Alive,flow,a current,My crew's slang flow worldwide like a current
Wyclef Jean,We Trying to Stay Alive,po,my influence,"Po-po just a nuisance, like my influence"
Childish Gambino,Got This Money,wanna,"you , girl ,","I kinda like you, girl, really wanna dress you up"
Childish Gambino,Got This Money,beef,a lasso,Weird voice catch beef like a lasso
Childish Gambino,Got This Money,wanna,"you , girl ,","I kinda like you, girl, really wanna dress you up"
MF DOOM,Rhymes Like Dimes,rhymes,dimes,I sell rhymes like dimes
MF DOOM,Rhymes Like Dimes,joker,a Spades,Tally-ho! A high Joker like a Spades game
MF DOOM,Rhymes Like Dimes,rhymes,dimes,I sell rhymes like dimes
MF DOOM,Rhymes Like Dimes,nasty,the old time Old No,He nasty like the old time Old No. 7
MF DOOM,Rhymes Like Dimes,rhymes,dimes,I sell rhymes like dimes
MF DOOM,Rhymes Like Dimes,joker,a Spades,Tally-ho! A high Joker like a Spades game
MF DOOM,Rhymes Like Dimes,rhymes,dimes,We sell rhymes like dimes
DANGERDOOM,Bada Bing,bust,a cold milk from out the toilet,"Bust this, like a cold milk from out the toilet"
Clipse,Virginia,heat,Caribbean summers,"Got semis waitin', heat like Caribbean summers"
Clipse,Virginia,murder,the shit,"Beat murder like the shit is okay, that's what our dough say"
RUSSELL!,Moment For Life,canada,Blue Jays and Bublé,Reppin Canada like Blue Jays and Bublé.. uhh
Immortal Technique,Leaving the Past,murderous,David Berkowitz,Verbally murderous like David Berkowitz when I'm gunnin'
Immortal Technique,Leaving the Past,exodus,the black Jews out of Egypt,"This is the exodus, like the black Jews out of Egypt"
Immortal Technique,Leaving the Past,propaganda,a birth control pill,You swallow propaganda like a birth control pill
Immortal Technique,Leaving the Past,stash,a drug addict clean and sober,"Like a drug addict clean and sober, leavin' the stash"
Earl Sweatshirt,Kill,muthafuckas,moths,Crushin' muthafuckas like moths in a mosh pit
Earl Sweatshirt,Kill,flowin,the mothafuckin  aqueducts,Flowin' like the mothafuckin' aqueducts
Mobb Deep,The Realest,guns,a Vietnam vet,To be bursting off guns like a Vietnam vet
Lupe Fiasco,Game Time,green,Martian s skin,Playa I'm 'bout my green like Martian's skin
Birdman & Lil Wayne,About All That,bitch,Rocky Marciano,Lil Weezy hit this bitch like Rocky Marciano
Black Eyed Peas,Audio Delite at Low Fidelity,party,thunder,Black Eyed Peas will shake a party like thunder
Black Eyed Peas,Audio Delite at Low Fidelity,fat,Attila the Hun -,We keep it fat like Attila the Hun-a
Wale,The Work Workin,lisa,your Margerie and Homer s kid,Ghetto whip you lisa like your Margerie and Homer's kid
XV,Smallville,lights,Rudolph,But I was runnin' red lights like Rudolph
XV,Smallville,chamber,the RZA,Soon as I stepped outta the chamber like the RZA
XV,Smallville,hustle,Russell,"Watch it connect your soul, my hustle like Russell"
Jeezy,Bury Me a G,legend,John,"I'm a Legend like John, we Ordinary People"
The Game,White Soft Porn,women,the best,Haha. Sunset women like the best
Tyga,Dads Letter,gentlemen,Ne - Yo,Never raised a gentlemen like Ne-Yo said
2Pac,Me Against the World,nothin',the game,It wasn't nothin' like the game; it's just me against the world
The Roots,Aint Sayin Nothin New,shit,a tyrant,"Arm fist, king of my city, runnin' this shit just like a tyrant"
Lil B,Can You Stand The Rain?,silent,that,"Sitting in the room, if your silent like that"
Ghostface Killah,Stay True,blowin,Beech Nut,"But wait, roll cameras, Babyface money blowin like Beech Nut"
Ghostface Killah,Stay True,orals,"Smokey s voice , little moist","My orals like Smokey's voice, little moist, but choice"
The Lonely Island,Dick In a Box,girl,you,A girl like you needs somethin' real
Jae Apollo,Plan B,feeling,my medication,Its causing pain but its feeling like my medication
Cam'ron,Crown Me Royalty,those,your blow on a boulevard knit sacks,Those like your blow on a boulevard knit sacks
Cam'ron,Crown Me Royalty,speakers,the base,Have you coming out the speakers like the base do
Cam'ron,Crown Me Royalty,head,snake s head,"Watch your face, head sorta like snake's head"
J.R. Writer,Stop And Go,shit,J,"And say shit like J, I don't need to be locked"
Fabolous,Wolves In Sheeps Clothing,story,that Hollywood E ! shit,"True story, like that Hollywood E! shit"
Fabolous,Wolves In Sheeps Clothing,money,Will and them,Now the family get money like Will and them
Lil B,Motivation,dudes,me,"Dudes like me, I'm preaching what I'm walkin'"
Slum Village,La La,cold,the summers,You see I'm cold like the summers that
Slum Village,Climax Girl Shit,plan,a architect,I'm putting down my plan like a architect
Slum Village,Climax Girl Shit,ass,a bar - ten - der,I be serving that ass like a bar-ten-der
Crooked I,Boom Boom Clap,suckers,a ten percenter,Them bullets is blood suckers like a ten percenter
Crooked I,Boom Boom Clap,clips,them,I keep clips like them Virginia boys
Childish Gambino,Fuck It All,nothing,me,"You ain't nothing like me, nigga, not at all"
Childish Gambino,Fuck It All,nothing,me,"You ain't nothing like me, nigga, not at all"
Childish Gambino,Fuck It All,nothing,me,"You ain't nothing like me, nigga, not at all"
Childish Gambino,Fuck It All,nothing,me,"You ain't nothing like me, nigga, not at all"
Childish Gambino,Fuck It All,nothing,me,"You ain't nothing like me, nigga, not at all"
Childish Gambino,Fuck It All,nothing,me,"You ain't nothing like me, nigga, not at all"
Beanie Sigel,Die,break,Big or Pac,I could catch a bad break like Big or Pac
Black Star,Brown Skin Lady,doable,art,"Doable like art, suitable to be part of my life"
Black Star,Brown Skin Lady,cat,me,And see if she D to get wit' a cat like me
Black Star,Brown Skin Lady,me,you,Whooh! Is she for real? Me like you
Black Star,Brown Skin Lady,famous,tapes made by DJ Clue,Famous like tapes made by DJ Clue
Masta Ace,Dear Diary,song,this,Do you ever song a little song like this
Lil Wayne,Magic,wet,a pool,"Leave your stupid ass wet like a pool, bitch"
Lil Wayne,Magic,knife,Shinobi,"These niggas know me, nigga, knife like Shinobi, nigga"
Common,The Game,legs,Serena,Chicks with blond weaves and strong legs like Serena
Childish Gambino,Hero,lier,chandle,"Sleeping on the jet like ""lier"" like chandle"
Holy Bible (KJV),Revelation 1,white,wool,"Revelation 1:14: His head and his hairs were white like wool, as white as snow; and his eyes were as a flame of fire;"
Truth,Intro,alone,Karl,"All by myself, I'm alone like Karl"
Truth,Intro,part,Moses,I never let the money part from me like Moses
Truth,Intro,round,a ferris,Feel like my head is goin' round like a ferris
Glasses Malone,Certified Remix,light,you,Better tread light like you wearin' glass shoes (Yeah)
Glasses Malone,Certified Remix,dawgs,goof troop,And I'm gonna be when my dawgs like goof troop
Masta Ace,Me  the Biz,smooth,a harp,All I need is a groove that’s as smooth like a harp and
Masta Ace,Me  the Biz,shit,Al Sharpton,I’m ready to talk ‘nough shit like Al Sharpton
Masta Ace,Me  the Biz,rhymes,a horse and force,You run your rhymes like a horse and force and
Masta Ace,Me  the Biz,lyrics,you,Extra booty lyrics on the crowd like you’re the boss and
Masta Ace,Me  the Biz,wild,a zoo,"Keep the place jumping, get it wild like a zoo"
Lil B,I Am,writing,jail time,"Words is bond, so my writing like jail time"
Childish Gambino,Let Me Dope You,niggas,pussy,"Treat niggas like pussy, go hard on 'em"
Childish Gambino,Do Ya Like,thing,a Cadillac door,Slamming that thing like a Cadillac door
Childish Gambino,Do Ya Like,niggas,Raybans,These weak niggas always in your face like Raybans
Shyne,Diamonds and Mac 10s,word,a mirror,Every word like a mirror
Shyne,Diamonds and Mac 10s,guy,me,Last time you're gonna see a bad guy like me
Jim Jones,Only Way Up,hot,cocoa,Now I'm just hot like cocoa
Lauryn Hill,To Zion,everything,what,"Okay, everything like what? Explain. Let him talk, c'mon. If I asked him to talk about a fancy car, he'd be right on point. But we wanna talk about love. You can do it. (To another pupil) What do you think? You said you love somebody, you should know why you love them right?"
Lauryn Hill,To Zion,stuff,that,"The way they carry themselves, stuff like that"
Fabolous,Taking Pictures,ups,stock betters,I watch the ups and downs like stock betters
Fabolous,Taking Pictures,back,she,Throw in the back of the van like she on room raiders
Fabolous,Taking Pictures,shinin,a,"Nigga the god a star, Shinin like a?"
Fabolous,Taking Pictures,man,the 1st year of high school,I'm fresh man like the 1st year of high school
Fabolous,Taking Pictures,nigga,Jason Terry,"I shoot ya tear drop nigga, Like Jason Terry"
Fabolous,Taking Pictures,clappin,the Hova show at madison square,Ya hear clappin like the Hova show at madison square
Fabolous,Taking Pictures,nigga,"L.A. , Yall loss and jealous","Ya'll nigga like L.A., Ya'll loss and jealous"
Fabolous,Taking Pictures,brother,Kevin Lowes,You betta warn a brother like Kevin Lowes
Lil Wayne,Green and Yellow,cigar,Vince Lombardi,And blow a cigar like Vince Lombardi
50 Cent,Ok Youre Right,bitches,me,"Nigga, I ain't crazy, bitches like me 'cause I'm paid"
Das Racist,Berserker,berserker,Freddy Krueger,Berserker like Freddy Krueger
Pharrell Williams,Can I Have It Like That,something,a tourist,"And let 'em explore the words, something like a tourist"
Beanie Sigel,Gotta Have It,greedy,Peedi,"Twista and Beanie greedy like Peedi, make the gun go rr-ring"
Lil Wayne,I Got No Ceilings,girl,will.i.am,Few niggas with me got that white girl like will.i.am
Mr. Bigg,Trial Time,taste,ribs,Had 'em stealing out they crib cause my crack taste like ribs
Mr. Bigg,Trial Time,nigga,me,It's gonna take a lot motherfuckin' white folk to take a nigga like me down
Blahzay Blahzay,Danger Part 2,strong,people homes,Tecs enter strong like people homes
Wiz Khalifa,Huey Newton,passes,Magic,"Trynna fly a jet word to Maverick, doobie passes like Magic"
Blu & Exile,Simply Amazin,haters,a strong - armed dominator,I've conquered all you haters like a strong-armed dominator
Blu & Exile,Simply Amazin,light,a bright idea,I make y'all niggas see the light like a bright idea
Blu & Exile,Simply Amazin,blown,tires,"Where niggas stay blown like tires, and these haters wanna slash 'em"
Eazy-E,Eazy Duz It,homie,Dre,And wit a homie like Dre just supplying the beats
Tyga,Really Raw,smell,jet fuel,"My jacket smell like jet fuel, it’s killing y’all"
Slaughterhouse,Cut You Loose,game,dancers,The game backwards like dancers
TQ,Wisdom in Theory,livin,a tick on the past,Livin’ like a tick on the past
Immortal Technique,Positive Balance,zam,this,"Ziga-zam, Technique, like this"
Immortal Technique,Positive Balance,lie,thinkin,You livin' a lie like thinkin' Jesus was born in December
Immortal Technique,Positive Balance,tapes,Biggie s ghost at Bad Boy studios,Movin' tapes like Biggie's ghost at Bad Boy studios
Immortal Technique,Positive Balance,zam,this,"Ziga-zam, Technique, like this"
Jedi Mind Tricks,I Against I,divine,the heavenly psalm,That'll blast divine like the heavenly psalm
Blak Twang,So Rotton,programme,a microfish,"I'm droppin' the programme like a microfish, check this"
Blak Twang,So Rotton,high,my blood pressure,"Before you ask why, am I gettin' high like my blood pressure"
Blak Twang,So Rotton,steam,green callao,"Bun them like barbeque, steam like green callao"
KRS-One,MCs Act Like They Dont Know,style,mine,Who in their right mind can mimic a style like mine
Get Away,J.Cole,hooked,T - Pain,We get them hooked like T-Pain
Get Away,J.Cole,acting,your trill,"Your acting like your trill, nigga you bet not!"
J. Cole,Get Away,hooked,T - Pain,"We get them hooked like T-Pain, and scoop them hoes like loose change"
Blaze Ya Dead Homie,Hatchet Execution,juggaloco,a crazy assassin,I go juggaloco like a crazy assassin
Blaze Ya Dead Homie,Hatchet Execution,violent,J,I get Violent like J and then I spray up the room
Gucci Mane,Bite Me,mouth,a mad,"Watch them chest and the mouth like a mad, got more bags in his stash"
ILL BILL,Babylon,attention,a knife in your throat,Demand attention like a knife in your throat
Jedi Mind Tricks,Heavy Metal Kings,vinnie,the taste of his blood,"I bleed in a fight, Vinnie like the taste of his blood"
Bloods & Crips,Bangin on Wax,flamin,a light from a Bic,C-sick flamin' like a light from a Bic
Bloods & Crips,No Way Out,types,the ones that make ya - itch,It's different types of Crabs like the ones that make ya - itch
Bloods & Crips,No Way Out,creepin,a shadow ready for battle,"Now, I'm creepin' through the alley like a shadow ready for battle"
Bloods & Crips,No Way Out,people,some cattle,People like some cattle
Bloods & Crips,Piru Love,muthafuckas,checkers,Crownin' muthafuckas like checkers
Bloods & Crips,Cant Stop Wont Stop,niggas,me,??? Freeze and niggas like me
Bloods,Puttin in Work,caps,monkey peels banana,I'm peelin' caps like monkey peels banana
Bloods,Puttin in Work,dirt,that,Doin' dirt like that you know I'm sayin' nigga
Bloods & Crips,Gs  Locs,crab,a bigarette,"I'm puttin' in work, smokin' a Crab like a bigarette"
Bloods & Crips,Gs  Locs,sparkin,some folders,I'm sparkin' like some folders
Bloods & Crips,Gs  Locs,clear,crystal,My point is made clear like crystal
Bloods,Gangsta Shit,feelin,the king of the planet,And now I'm feelin' like the king of the planet
Bloods & Crips,Set Trippin,killin,a slut,"Blood, me gangsta from me hood, me killin' never like a slut"
Bloods & Crips,Set Trippin,brazy,Rambo,"Brazy like Rambo I'm lettin' of ammo with my 9, 16 shot"
Bloods & Crips,Set Trippin,shit,a Sega,Mark-ass Crabs droppin shit like a Sega
King Los,Dark Fantasy,ass,a Princeton professor,‘Cause I school that ass like a Princeton professor
Bloods & Crips,Slob 187,doom,that muthafuckin,Glock 9 causin' doom like that muthafuckin' Armageddon
Bloods,Slobs Keep on Slippin,actin,you,Actin' like you a Snoop but runnin' high when in zone
Bloods & Crips,Crip 4 Life,creepin,a motherfuckin  frogman,Well now I'm creepin' on your ass like a motherfuckin' frogman
Bloods & Crips,Crip 4 Life,hectic,Magic,"That shit is drastic, you slippin' hectic like Magic"
Bloods & Crips,Steady Dippin Remix,snoops,Vietnam goose,It's killin' up them Snoops like Vietnam goose
Young Dro,Shoulder Lean,blue,whirlwind,"My girl got a girlfriend, Chevy blue like whirlwind"
OutKast,West Savannah,playa,that,"I'm just a playa like that, my jeans was sharply creased"
Fort Minor & Styles of Beyond,Dolla,whoo,that,"Uh huh, whoo, like that"
Odd Future,Double Cheeseburger,greece,Xerxes,"But I gotta apologize, no Greece like Xerxes"
Odd Future,Double Cheeseburger,brown,Rihanna lips,"Maxi pad, leave the beat brown like Rihanna lips"
Bloods & Crips,Slob B.K.O.,slob,a Muslim on the KKK,Hate a Slob like a Muslim on the KKK
Bloods & Crips,Slob B.K.O.,mad,a motherfucker,"Mad like a motherfucker, so I had to blast first"
Bloods,Dont Stress Me,chillin,a Villain,"Chillin' like a Villain so Blood don't stress me, stress me"
RZA,Domestic Violence,ass,Kizzy Kinte,"Girl, I fucking slave trade your ass like Kizzy Kinte"
RZA,Domestic Violence,bathroom,a fish market,"Stains on my carpet, bathroom's more like a fish market"
Chino XL,Messiah,same,Eve s name,"I always been the same, forward or back like Eve's name"
Chino XL,Messiah,angry,Jewish Holocaust survivin families,I'm angry like Jewish Holocaust survivin families
Juelz Santana,Home Run,nigga,me,"Nigga like me move quick, no patience"
Juelz Santana,Home Run,roll,Pita ( yup,And when it come to gettin dough I’ma roll like Pita (yup)
Soulja Boy,Turn My Swag On Remix,wheels,a napkin on a nickel,"White Benz, chrome wheels like a napkin on a nickel"
Outasight,Fame And Fortune,kinda,infinity and beyond,"Kinda like infinity and beyond, I’m Buzz Lightyears ahead of 'em"
Petey Pablo,Freak-A-Leek Remix,freak,this,You ain't never had a freak like this
Ghostface Killah,Assassination Day,spot,Galaga,"You handle this just like algebra, UFO spot 'em like Galaga"
Tech N9ne,In the Trunk,talkin,a lost man s chump,When a bitch talkin' crazy like a lost man's chump
Tech N9ne,In the Trunk,catalog,Adderall,"It's been fun momma, fed her my catalog like Adderall"
Tyga,Coconut Juice,break,Britney,"Br-br-br-br-br-break down like Britney, forgive me but I said it"
Alyssa Marie & ENVY,What Up,smilin,a doughnut,"Smilin' like a doughnut, y’all know its a cold slut"
Lil Wayne,Zoom Freestyle,sound,a nuke bomb,How come that chopper sound like a nuke bomb?
Jedi Mind Tricks,The Executioners Dream,wackness,Cabalah scholars,"Study rappers, bringin' wackness like Cabalah scholars"
Immortal Technique,Creation  Destruction,props,feminine men,You get no props in hip-hop like feminine men
Immortal Technique,Creation  Destruction,fam,Central American earthquakes,Buryin' your fam like Central American earthquakes
Immortal Technique,Top of the Food Chain,motherfuckers,you,"Haven't you got the picture yet, motherfuckers like you"
Immortal Technique,Top of the Food Chain,actin,homos,"I'm a Neo-Sapien, but y'all are still actin like homos"
Immortal Technique,The Illest,infamous,the Bill of Rights,Rhyme documents infamous like the Bill of Rights
Immortal Technique,The Illest,niggas,the thrill of dykes,"Illa tight, havin' niggas open like the thrill of dykes"
Immortal Technique,The Illest,mic,a 9,And that's why usually I hold the mic like a 9
Immortal Technique,The Illest,heat,the deserts of Saudi Arabia,I spit heat like the deserts of Saudi Arabia
Immortal Technique,The Illest,competition,Mesopotamia,Bury competition like Mesopotamia
Immortal Technique,The Illest,readin,white suburban kids on acid,"Like white suburban kids on acid, readin' the Satanic Bible"
Immortal Technique,The Illest,genocidal,Christopher Columbus,My arrival is genocidal like Christopher Columbus
Immortal Technique,Locked Up Freestyle,killer,Rae Carruth,You're a fuckin' incompetent killer like Rae Carruth
Immortal Technique,Locked Up Freestyle,cab,Danny Glover,You niggas can't even get a fuckin' cab like Danny Glover
Jedi Mind Tricks,Tibetan Black Magicians,devil,the Canaanite in Sackcloth,Cos you a devil like the Canaanite in Sackcloth
Wu-Tang Clan,16th Chamber,ready,Bo,"Strip or rip a ho, ready like Bo"
Kid Cudi,Whenever,gentle,the violins,Laid back so gentle like the violins
EPMD,Headbanger,outlaw,Jesse James,"'Cause I don't play games, an outlaw like Jesse James"
EPMD,Headbanger,jam,Teddy,Because I can Jam like Teddy if you let me
EPMD,Headbanger,scrubs,a dum - dum,"I Rock ya like Chubb, and burn scrubs like a dum-dum"
Kool Moe Dee,How Ya Like Me Now,slammin,a slam dunk,"Just like a home run, slammin' like a slam dunk"
Kool Moe Dee,How Ya Like Me Now,comin,Return of the Jedi,"Comin' back, like ""Return of the Jedi"""
Kool Moe Dee,How Ya Like Me Now,schemin,a demon,"Schemin' like a demon, you're screamin' and dreamin'"
The ReJ3ctz,Cat Daddy,skinny,Squidward,"Jeans skinny, like Squidward"
The ReJ3ctz,Cat Daddy,neck,a rollie,Checks in effect ashy neck like a rollie
The ReJ3ctz,Cat Daddy,smokin,a chimney,"Blow like a champ, dog. Smokin' like a chimney"
Nelly,Move That Body,nothing,watchin,Ain't nothing like watchin' you rock for me
E-40,White Gurl,foam,aftershave,"Add a little baking soda, make it foam like aftershave"
E-40,White Gurl,chest,ET,AK will light up your chest like ET
Freck Billionaire,39-1,ways,round trips,This nigga he go both ways like round trips
Freck Billionaire,39-1,words,alphabet soup,Then you gotta eat your words like alphabet soup (get the fuck out nigga)
Freck Billionaire,39-1,anything,that,"Nigga If I hear you say anything like that, Nigga I'mma bomb your village nigga"
Laws,Overtime,presents,X,"I got presents like X-Mas, I’m the shit, Heidi ho"
Laws,Overtime,kinda,"a yacht , too pricy for my peers","Kinda like a yacht, too pricy for my peers"
Laws,Overtime,bars,javelins,"Bars like javelins, criticize never more"
Snoop Dogg,Gangbangin 101,bang,Snoop in  Deep Cover,"So bang, like Snoop in ""Deep Cover"""
King Los,I Get It In,bitches,Jason,And I'm cutting these bitches like Jason when he chase
King Los,I Get It In,cousys,oyster shells,White pearl Cousys like oyster shells
King Los,I Get It In,whisper,Abracadabra,Whisper in your bitches ear like Abracadabra
King Los,I Get It In,coupe,Uncle Phil,"Hit the store, ship a mill, treat the coupe like Uncle Phil"
Yasiin Bey,History,official,new school clothes,"Like new school clothes, Black Star official"
Yasiin Bey,History,poppin,a hit chorus,We get it poppin' like a hit chorus
Yasiin Bey,History,law,Leviticus,"Ubiquitous, and we lay the law like Leviticus"
Nelly,Grillz,something,a disco ball ( Yeah,I got my mouth lookin' something like a disco ball (Yeah)
Nelly,Grillz,colors,a Fruit Loop box,Mouth got colors like a Fruit Loop box
Nelly,Grillz,white,Fabolous chain,"One white, one yellow, like Fabolous chain"
Jesse McCartney,Leavin Rhythmic Remix,mami,yourself,Cause a mami like yourself need a soul papi and fuego
Juvenile,3rd Ward Solja,sheisty,a splinter,"Sheisty like a splinter, and empty out the braids in the center"
Juvenile,3rd Ward Solja,buck,the fuck I m glad I use Dial,Get buck like the fuck I'm glad I use Dial
Dolla,Georgia Nights,die,a man,"And if today that day, then I’m-a die like a man"
Fabolous,Lullaby,game,the late Dizzy Gillespie,Blow game like the late Dizzy Gillespie had
Fabolous,Lullaby,open,the clock that goes  cuckoo,"Phantom doors open like the clock that goes ""cuckoo"" (cuckoo)"
Kano,Bassment,something,a phenomenon,I'm something like a phenomenon
ILL BILL,Only Time Will Tell,genocide,Rwandans,Like the Ugandan president Idi genocide like Rwandans in bondage
ILL BILL,Only Time Will Tell,math,Ptolemy,"Divine comedy, mind lobotomy, do the math like Ptolemy"
ILL BILL,Only Time Will Tell,beautiful,a funeral floral,"Beautiful like a funeral floral, you heard the stories: Murdering for glory"
ILL BILL,Only Time Will Tell,outbursts,"bismillah , hallelujah","Outbursts like bismillah, hallelujah"
Wiz Khalifa,Taylor Gang,crib,Scarface s,"Bought a crib like Scarface's, this is my world"
Beanie Sigel,Purple Rain,some,the mizzix,"ProMeth with the Tuss', some like the mizzix"
Beanie Sigel,Purple Rain,sweet,licorice,"Cause it's so sweet like licorice, plus it's good for your sickness"
Beanie Sigel,Purple Rain,experience,Jimi Hendrix,"The ultimate, experience, like Jimi Hendrix"
Immortal Technique,Reverse Pimpology,labels,the projects,"I treat labels like the projects, cause I'm a hater (what!)"
Immortal Technique,Reverse Pimpology,actin,a bitch cop,You a pussy actin hard like a bitch cop
Crooked I,Make Me Better Week 8,joints,them,Like them baby back joints stacked on top of each other
Lil Wayne,Whip It,coupe,a two door,Flyer then bird coupe like a two door
Jeremih,Down on Me,somethin',my wrist piece,"Somethin' like my wrist piece, everybody got to watchin it"
Beeda Weeda,Turfs Up,ass,a sav,"Haulin' ass, like a sav"
Common,A Dream,story,yours,"My story like yours, yo it gotta be told"
Masta Ace,Spread It Out,bent,an elbow,"Hell no, gotta stay bent like an elbow"
Pitbull,Mentirosa,crossin,tic tac toe,I'm crossin these mammas like tic tac toe
Pitbull,Mentirosa,tities,girls,Show a nigga some tities like girls gone wild
Busta Rhymes,Stop The Party Remix,actin,the club,Actin' like the club through!
Busta Rhymes,Stop The Party Remix,front,my genitials,Tony Starks play the front like my genitials
Nas,Untitled,crack,Pookie,Giving you this crack like Pookie
Big Daddy Kane,Show  Prove,open,a bag of smoke,I got the style that get you open like a bag of smoke
Big Daddy Kane,Show  Prove,dope,"Sauce ,","How you got dope like Sauce, money you didn't do it"
Big Daddy Kane,Show  Prove,mic,weed that s in a cipher,I spark the mic like weed that's in a cipher
Big Daddy Kane,Show  Prove,open,a reggae song by Tiger,And I get girls open like a reggae song by Tiger
Big Daddy Kane,Show  Prove,noise,a Metallica record,And make mad noise like a Metallica record
Big Daddy Kane,Show  Prove,shit,Rikers Isle,The Rugged Child lock shit down like Rikers Isle
Big Daddy Kane,Show  Prove,dope,poppy seed,"I'm the cocky breed, I'm dope like poppy seed"
